IDFeature	txtCountry	refIDSite	txtSite	txtType_of_Feature	txtFeature	txtCulture	txtSex	txtAge	txtCommentary	dblLatitude	dblLongitude	txtReference
418	Austria	492	Asparn an der Zaya-Schletz	Grave	19	Notenkopfkeramik (Asparn)	undetermined	Infant 1/2	14C dating of the grave: 6165 ± 35 BP.	48.587222	16.494444	Fehlmann 2011, 45-46
531	Austria	107	Eggenburg	Grave	I	Earliest LPC	Female	Juvenile	The length of the pendants is measured at the outer edge of the round arch.	48.643056	15.816111	Stifft-Gottlieb 1939
532	Austria	107	Eggenburg	Grave	II	Earliest LPC	undetermined	undetermined	The length of the pendants is measured at the outer edge of the round arch.	48.643056	15.816111	Stifft-Gottlieb 1939
478	Austria	495	Hankenfeld-Saladorf	Grave	undetermined	LPC	undetermined	undetermined		48.255278	15.860278	Bayer 1921, 46-47
534	Austria	113	Kleinhadersdorf	Grave	1c	LPC	undetermined	undetermined		48.664167	16.59	Lebzelter and Zimmermann 1936
535	Austria	113	Kleinhadersdorf	Grave	3	LPC	undetermined	Child		48.664167	16.59	Lebzelter and Zimmermann 1936
415	Austria	488	Maissau	Grave	2154	LPC Ib (Mähren)	undetermined	undetermined		48.566667	15.816667	Kultus et al. 2009, 328
533	Austria	115	Pulkau	Grave	undetermined	LPC	undetermined	undetermined	Since the circumstances of the discovery of the Pulkauer grave is ambiguous, the location of the jewellery remains unknown.	48.7	15.85	Stifft-Gottlieb 1939
469	Austria	335	Rutzing	Grave	4	Notenkopfkeramik	undetermined	Infant 2		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
470	Austria	335	Rutzing	Grave	9	Notenkopfkeramik	Female	Adult		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
472	Austria	335	Rutzing	Grave	13	Notenkopfkeramik	Male	Early Adult	Number of Spondylus beads is unknown.	48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
473	Austria	335	Rutzing	Grave	16	Notenkopfkeramik	undetermined	Infant 1		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
474	Austria	335	Rutzing	Grave	18	Notenkopfkeramik	Female	Adult		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
475	Austria	335	Rutzing	Grave	24	Notenkopfkeramik	undetermined	Infant 2	Number of Spondylus beads is unknown.	48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
476	Austria	335	Rutzing	Grave	31	Notenkopfkeramik	undetermined	Infant 2		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
477	Austria	335	Rutzing	Grave	33	Notenkopfkeramik	Female	Juvenile/Adult		48.23646	14.204167	Kloiber and Kneidinger 1970; Anthropological analysis: Kirchengast and Winkler 1994
536	Austria	118	Taborac (Draßburg)	Pit	9a	LPC				47.746111	16.488056	Seewald 1942, 198-199
537	Austria	118	Taborac (Draßburg)	Single find	undetermined	LPC				47.746111	16.488056	Seewald 1942, 198-199
511	Austria	338	Winden am See	Surface find	undetermined	LPC				47.95	16.75	Nowak 1972, 10 Fig. 1
572	Bosnia and Herzegovina	242	Obre I	Layer	2	Starčevo/Impressed Ware				44.1009	18.13611	Benac 1973, 368
569	Bosnia and Herzegovina	243	Obre II	Layer	2	Butmir II/III			The affiliation of the artefacts to a layer is not further explained.	44.10035	18.13808	Benac 1973, 105-106
570	Bosnia and Herzegovina	243	Obre II	Layer	3	Butmir				44.10035	18.13808	Benac 1973, 105-106
571	Bosnia and Herzegovina	243	Obre II	undetermined	undetermined	Butmir				44.10035	18.13808	Benac 1973, 105-106
659	Bulgaria	416	Burgas	undetermined	undetermined	Karanovo III - KGK VII				42.5803	27.429834	Класнаков 2011, 81
12	Bulgaria	7	Durankulak	Grave	2	Hamangia I-III	Male	Adult		43.7	28.516667	Todorova 2002b, plate 1
17	Bulgaria	7	Durankulak	Grave	18	Hamangia I-III	Male	Adult		43.7	28.516667	Todorova 2002b, plate 3
26	Bulgaria	7	Durankulak	Grave	98	Hamangia I-II	undetermined	Adult		43.7	28.516667	Todorova 2002b, plate 8
30	Bulgaria	7	Durankulak	Grave	134	Hamangia I-II	undetermined	Adult		43.7	28.516667	Todorova 2002b, plate 10
32	Bulgaria	7	Durankulak	Grave	149	Hamangia I-II	Male	Adult		43.7	28.516667	Todorova 2002b, plate 11
33	Bulgaria	7	Durankulak	Grave	156	Hamangia I-II	Female	Adult		43.7	28.516667	Todorova 2002b, plate 12
601	Bulgaria	7	Durankulak	Cenotaph	186A	Hamangia I-II				43.7	28.516667	Todorova 2002b, 38 plate 6.14-15
602	Bulgaria	7	Durankulak	Grave	192	Hamangia I-II	Male	Adult	Todorovoa (2002b, 38) describes only some beads made of Spondylus together with seven beads of Malachite around the right wrist.	43.7	28.516667	Todorova 2002b, 38
603	Bulgaria	7	Durankulak	Grave	597A	Hamangia I-II	undetermined	undetermined	Rotten skeleton.	43.7	28.516667	Todorova 2002b, 60 plate 98.19
604	Bulgaria	7	Durankulak	Grave	602	Hamangia I-II	Male	Adult		43.7	28.516667	Todorova 2002b, 61, plate 101.3
605	Bulgaria	7	Durankulak	Grave	604	Hamangia I-II	Female	Adult		43.7	28.516667	Todorova 2002b, 61, plate 102.13
606	Bulgaria	7	Durankulak	Grave	606	Hamangia I-II	Male	Adult		43.7	28.516667	Todorova 2002b, 61, plate 104.4
607	Bulgaria	7	Durankulak	Cenotaph	606A	Hamangia I-II				43.7	28.516667	Todorova 2002b, 61, plate 101.5-7
608	Bulgaria	7	Durankulak	Grave	607	Hamangia I-II	Female	Adult		43.7	28.516667	Todorova 2002b, 61, plate 103.13
609	Bulgaria	7	Durankulak	Grave	611	Hamangia I-II	Female	Adult	While only 24 spondylus beads are described in the catalogue, 27 beads are shown on the plate (Todorova, 2002b, 61 and Tableau 105).	43.7	28.516667	Todorova 2002b, 61, plate 105
610	Bulgaria	7	Durankulak	Grave	614A	Hamangia I-II	undetermined	Infant	Skeleton completely rotten; presumably it is the burial of an infant.	43.7	28.516667	Todorova 2002b, 61, plate 104
611	Bulgaria	7	Durankulak	Grave	631	Hamangia I-II	Male	Adult		43.7	28.516667	Todorova 2002b, 62
612	Bulgaria	7	Durankulak	Grave	632A	Hamangia I-II	undetermined	undetermined	Rotten skeleton.	43.7	28.516667	Todorova 2002b, 62
613	Bulgaria	7	Durankulak	Grave	635A	Hamangia I-II	undetermined	Infant	Rotten skeleton.	43.7	28.516667	Todorova 2002b, 63
614	Bulgaria	7	Durankulak	Grave	643	Hamangia I-II	Male	Adult		43.7	28.516667	Todorova 2002b, 63, plate 110
615	Bulgaria	7	Durankulak	Grave	647	Hamangia I-II	undetermined	Infant 1/2	Skeleton badly preserved.	43.7	28.516667	Todorova 2002b, 63
616	Bulgaria	7	Durankulak	Grave	658	Hamangia I-II	Female	Adult		43.7	28.516667	Todorova 2002b, 64 plate 113
617	Bulgaria	7	Durankulak	Grave	658A	Hamangia I-II	undetermined	Infant	Rotten skeleton.	43.7	28.516667	Todorova 2002b, 64
618	Bulgaria	7	Durankulak	Grave	793	Hamangia I-II	Female	Adult		43.7	28.516667	Todorova 2002b, 70 plate 134
50	Bulgaria	160	Golemata Peštera	undetermined	undetermined	Starčevo				43.116942	25.607742	Gaul 1948, 41
661	Bulgaria	232	Gradešnica, Malo Pole	undetermined	undetermined	Before-Karanovo I - Karanovo V				43.483333	23.483333	Chapman and Kostov 2010, 71; Müller 1997, 100; Shackleton and Renfrew 1970, 1063
54	Bulgaria	374	Gălăbnik	Layer	VII	Karanovo I				42.401874	23.07832	Todorova 2000, 416, Fig. 5
59	Bulgaria	228	Karanovo	undetermined	without stratification	Karanovo I - KGK VI				42.511389	25.915	Biegel and Renfrew 1986, 118; Höglinger 1997, 271
83	Bulgaria	408	Sofia-Slatina	Layer	2	Karanovo I				42.682369	23.374612	Николов 2004, 12 and Fig. 4.11
493	Croatia	498	Barice	Pit	undetermined	Danilo				44.029643	15.615632	Vujević and Horvat 2012
508	Croatia	244	Danilo	undetermined	undetermined	Danilo				43.726782	16.113579	Korošec 1958/59, 209; Kukoč 2012
509	Croatia	146	Grapčeva špilja	Layer	I. E2	Danilo				43.1325	16.751944	Novak 1955, 345, plate CCXLVI; Reinecke 1939, 218
657	Croatia	514	Kargadur	Pit	undetermined	Middle Neolithic (Croatia)				44.845694	13.953769	Komšo 2006
664	Croatia	147	Ražanac	undetermined	undetermined	Late Neolithic (Croatia)				44.281944	15.348056	Kukoč 2012
576	Croatia	241	Smilčić	Grave	undetermined	Danilo	Male	Adult		44.154436	15.706185	Kukoč 2012, 181
577	Croatia	241	Smilčić	Layer	undetermined	Impressed Ware and Danilo				44.154436	15.706185	Kukoč 2012, 181
489	Croatia	478	Vinkovci	Grave	3	Vinča A	undetermined	Infant 1		45.290347	18.805161	Burić and Težak-Gregl 2010, 62-63 Fig. 5
649	Czech Republic	46	Dřevčice	undetermined	undetermined	Middle/Late LPC				50.166408	14.628209	Zápotocká 1998, 20 and 181
363	Czech Republic	47	Kadaň-Bystřice	undetermined	undetermined	LPC			The artefacts are without any context.	50.379444	13.271111	Zápotocká 1998, 179
650	Czech Republic	50	Mistřín	Grave	undetermined	LPC	undetermined	undetermined		48.9775	17.088889	Vencl 1959, 703
567	Czech Republic	51	Moravský Krumlov	undetermined	undetermined	Earliest LPC				49.044444	16.313611	Skutil 1941, 31
362	Czech Republic	48	Praha-Dejvice	Grave	undetermined	LPC	undetermined	Infant 1/2		50.1	14.366667	Zápotocká 1998, 185
651	Czech Republic	52	Prštice	Grave	undetermined	LPC	undetermined	undetermined		49.119722	16.463056	Vencl 1959, 704
652	Czech Republic	334	Přerov-Předmostí	Grave	undetermined	Latest LPC	undetermined	Child		49.455	17.448889	Jašková 1971, 28 and Tab. 20,1
491	Czech Republic	497	Strážnice	undetermined	undetermined	LPC				48.900833	17.316667	Gardelková-Vrtelová and Golej 2013
453	Czech Republic	493	Vedrovice „Za dvorem“	Grave	2/85	Earlier LPC	Male	Adult		49.015278	16.383056	Ondruš 2002, 104-107
454	Czech Republic	493	Vedrovice „Za dvorem“	Grave	5/88	Earlier LPC	undetermined	Child		49.015278	16.383056	Ondruš 2002, 107-108
455	Czech Republic	493	Vedrovice „Za dvorem“	Grave	8/88	Earlier LPC	Female	Juvenile		49.015278	16.383056	Ondruš 2002, 109-110
456	Czech Republic	493	Vedrovice „Za dvorem“	Grave	9/88	Earlier LPC	Female	Juvenile/Adult		49.015278	16.383056	Ondruš 2002, 110-115
457	Czech Republic	493	Vedrovice „Za dvorem“	Grave	14/97	Earlier LPC	undetermined	undetermined	Burial destroyed.	49.015278	16.383056	Ondruš 2002, 115-116
426	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	14/75	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 22-23
428	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	15/75	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 23-26
429	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	19/75	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 28-30
430	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	36/75	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 40-42
431	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	39/76	Earlier LPC	undetermined	Child		49.015277	16.383055	Ondruš 2002, 43-45
432	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	42/77	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 46
433	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	46/77	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 48-50
434	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	54/78	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 54-56
435	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	62/78	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 60-61
436	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	65/78	Earlier LPC	undetermined	undetermined	The pit is probably a grave.	49.015277	16.383055	Ondruš 2002, 62
437	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	69/78	Earlier LPC	Male	Adult	Necklace made of Spondylus and marble beads.	49.015277	16.383055	Ondruš 2002, 65-69
438	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	70/79	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 69-71
439	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	75/79	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 74-75
440	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	78/79	Earlier LPC	undetermined	Child	A marble disc was found on the front a the Spondylus pendant on the tailbone.	49.015277	16.383055	Ondruš 2002, 77-78
441	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	79/79	Earlier LPC	Male	Adult		49.015277	16.383055	Ondruš 2002, 78-79
442	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	81ab/79	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 80-81
443	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	83/80	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 82-83
444	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	86	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 84-85
445	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	90/80	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 87
446	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	91/80	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 87-88
447	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	93ab/80	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 89-90
448	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	95/80	Earlier LPC	undetermined	Child		49.015277	16.383055	Ondruš 2002, 90
449	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	96/80	Earlier LPC	undetermined	Child		49.015277	16.383055	Ondruš 2002, 90-91
450	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	100/81	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 93-94
451	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	102/81	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 95
452	Czech Republic	54	Vedrovice „Široká u Lesa“	Surface find	Surface findings	Earlier LPC				49.015277	16.383055	Ondruš 2002, 99-100
458	Czech Republic	54	Vedrovice „Široká u Lesa“	Grave	72/79	Earlier LPC	Female	Adult		49.015277	16.383055	Ondruš 2002, 72-73
459	Czech Republic	54	Vedrovice „Široká u Lesa“	undetermined	undetermined	LPC				49.015277	16.383055	Ondruš 2002, 120 - 121; Podborský 2002c; Podborský 2002b
361	Czech Republic	49	Vejvanovice	Grave	undetermined	Latest LPC	undetermined	Infant 1/2		49.966667	15.883333	Zápotocká 1998, 190
392	France	446	Berry-au-Bac	Grave	610	Latest LPC (France)	Female	Adult		49.403611	3.901389	Bonnardin 2009
390	France	313	Breuschwickersheim	Grave	2	Middle LPC	Female	Mature/Senile		48.579722	7.601667	Bonnardin 2009
393	France	447	Bucy-le-Long - la Fosselle	Grave	70	Latest LPC (France)	Female	Mature		49.391389	3.394722	Bonnardin 2009
394	France	447	Bucy-le-Long - la Fosselle	Grave	91	Latest LPC (France)	Female	Mature		49.391389	3.394722	Bonnardin 2009
395	France	447	Bucy-le-Long - la Fosselle	Grave	100	Latest LPC (France)	Male	Adult		49.391389	3.394722	Bonnardin 2009
396	France	319	Chaumont	Grave	3	Latest LPC (France)	undetermined	undetermined	Skeleton destroyed.	48.323889	3.103611	Bonnardin 2009
397	France	319	Chaumont	undetermined	undetermined	LPC				48.323889	3.103611	Bonnardin 2009, plate 109 B
398	France	315	Cys-la-Commune	Grave	undetermined	Latest LPC (France)	undetermined	Adult	The number of calcium and cardium beads is not given. Furthermore, the grave is listed in the catalogue without number, but on the plates as grave No. 45 (Bonnardin, 2009).	49.3925	3.573056	Bonnardin 2009
399	France	317	Dijon	Grave	1	Middle LPC	undetermined	undetermined		47.323056	5.041944	Bonnardin 2009
374	France	441	Ensisheim «Les Octrois»	Grave	13	Latest LPC (France)	undetermined	Infant 1		47.8664	7.3531	Bonnardin 2009
375	France	441	Ensisheim «Les Octrois»	Grave	14	Latest LPC (France)	undetermined	Infant 1		47.8664	7.3531	Bonnardin 2009
376	France	441	Ensisheim «Les Octrois»	Grave	35	Latest LPC (France)	Male	Adult		47.8664	7.3531	Bonnardin 2009
377	France	441	Ensisheim «Les Octrois»	Grave	37	Latest LPC (France)	Male	Adult		47.8664	7.3531	Bonnardin 2009
378	France	441	Ensisheim «Les Octrois»	Grave	40	Latest LPC (France)	Male	Adult		47.8664	7.3531	Bonnardin 2009
379	France	441	Ensisheim «Les Octrois»	undetermined	undetermined	Uncertain				47.8664	7.3531	Bonnardin 2009
380	France	486	Ensisheim «Ratfeld»	undetermined	undetermined	LPC				47.8665	7.3532	Bonnardin 2009
400	France	71	Frignicourt	Grave	1	Middle LPC	undetermined	Adult	According to Bonnardin (2009), the grave contained not only Michelsberg ceramics but also a fragmented bracelet made of bronze.	48.702476	4.588983	Bonnardin 2009
401	France	448	Gron «Les Sablons»	Grave	69	Latest LPC (France)	undetermined	Adult		48.158333	3.264167	Bonnardin 2009
402	France	448	Gron «Les Sablons»	Grave	329	Latest LPC (France)	undetermined	undetermined	It is unclear whether there is an image of the Spondylus bead, as the plate and the catalogue contradict each other.	48.158333	3.264167	Bonnardin 2009
381	France	86	Hœnheim	undetermined	undetermined	LPC				48.624167	7.754722	Bonnardin 2009
403	France	318	Larzicourt	Grave	4	Middle LPC	Female	Juvenile		48.6367	4.7128	Bonnardin 2009
404	France	318	Larzicourt	Grave	5	Middle LPC	undetermined	Infant 1/2		48.6367	4.7128	Bonnardin 2009
406	France	480	Maizy-sur-Aisne «Les Grands Aisements»	Grave	45	Latest LPC (France)	Female	Adult		49.3775	3.735	Bonnardin 2009
407	France	480	Maizy-sur-Aisne «Les Grands Aisements»	Grave	48	Latest LPC (France)	Female	Adult		49.3775	3.735	Bonnardin 2009
408	France	449	Menneville «Derrière le Village»	Grave	192	Latest LPC (France)	undetermined	Infant 1		49.42	4.008889	Bonnardin 2009
409	France	449	Menneville «Derrière le Village»	Grave	251	Latest LPC (France)	undetermined	Adult		49.42	4.008889	Bonnardin 2009
382	France	198	Merxheim	Grave	1	LPC	undetermined	undetermined		47.910833	7.2925	Bonnardin 2009
410	France	450	Montereau	Grave	undetermined	LPC	undetermined	undetermined		48.3853	2.9508	Bonnardin 2009
383	France	445	Mulhouse-Est «Île Napoléon»	Grave	1	Middle LPC	undetermined	Infant 1/2		47.748611	7.339444	Bonnardin 2009
384	France	445	Mulhouse-Est «Île Napoléon»	Grave	2	Middle LPC	Female	undetermined		47.748611	7.339444	Bonnardin 2009
385	France	445	Mulhouse-Est «Île Napoléon»	Grave	5	Middle LPC	undetermined	Infant 1		47.748611	7.339444	Bonnardin 2009
386	France	445	Mulhouse-Est «Île Napoléon»	Grave	6	Middle/Late LPC	Female	undetermined		47.748611	7.339444	Bonnardin 2009
